Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1er décile du niveau de vie (€),9e décile du niveau de vie (€),Rapport interdécile 9e décile/1er décile
CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
28019,Baigneaux,88,216,21308,,,,,,,,,,,,,,,,,,,,,,,,
28021,Bailleau-le-Pin,618,1597,21789,,,,,,,,,,,,,,,,,,,,,,,,
28022,Bailleau-l'Évêque,445,1171,23889,,,,,,,,,,,,,,,,,,,,,,,,
28023,Bailleau-Armenonville,534,1417,25024,,,,,,,,,,,,,,,,,,,,,,,,
28024,Barjouville,655,1769,23505,,,,,,,,,,,,,,,,,,,,,,,,
28025,Barmainville,41,113,21174,,,,,,,,,,,,,,,,,,,,,,,,
28026,Baudreville,106,258,21570,,,,,,,,,,,,,,,,,,,,,,,,
28027,La Bazoche-Gouet,571,1111,18304,,,,,,,,,,,,,,,,,,,,,,,,
28028,Bazoches-en-Dunois,102,235,20815,,,,,,,,,,,,,,,,,,,,,,,,
28029,Bazoches-les-Hautes,124,336,19172,,,,,,,,,,,,,,,,,,,,,,,,
28030,Beauche,105,258,19645,,,,,,,,,,,,,,,,,,,,,,,,
28031,Beaumont-les-Autels,197,410,19551,,,,,,,,,,,,,,,,,,,,,,,,
28032,Beauvilliers,126,346,22826,,,,,,,,,,,,,,,,,,,,,,,,
28033,Belhomert-Guéhouville,343,824,20281,,,,,,,,,,,,,,,,,,,,,,,,
28034,Berchères-Saint-Germain,310,863,24153,,,,,,,,,,,,,,,,,,,,,,,,
28035,Berchères-les-Pierres,390,1037,23391,,,,,,,,,,,,,,,,,,,,,,,,
28036,Berchères-sur-Vesgre,325,854,26434,,,,,,,,,,,,,,,,,,,,,,,,
28037,Bérou-la-Mulotière,143,340,21702,,,,,,,,,,,,,,,,,,,,,,,,
28038,Béthonvilliers,44,120,19183,,,,,,,,,,,,,,,,,,,,,,,,
28039,Béville-le-Comte,628,1666,22209,,,,,,,,,,,,,,,,,,,,,,,,
28040,Billancelles,122,331,22977,,,,,,,,,,,,,,,,,,,,,,,,
28041,Blandainville,86,199,22866,,,,,,,,,,,,,,,,,,,,,,,,
28045,Boissy-en-Drouais,88,213,22508,,,,,,,,,,,,,,,,,,,,,,,,
28046,Boissy-lès-Perche,198,486,21005,,,,,,,,,,,,,,,,,,,,,,,,
28047,Boisville-la-Saint-Père,296,748,21313,,,,,,,,,,,,,,,,,,,,,,,,
28048,La Bourdinière-Saint-Loup,258,731,21928,,,,,,,,,,,,,,,,,,,,,,,,
28049,Boncé,89,244,23735,,,,,,,,,,,,,,,,,,,,,,,,
28050,Boncourt,108,253,23667,,,,,,,,,,,,,,,,,,,,,,,,
28051,Bonneval,2073,4561,20170,51,12,,,,,,,7,22,60.6,54.4,2.6,3.6,39.3,9.5,5.5,2.5,1.8,1.2,-14.9,11984,32399,2.7
28052,Bouglainval,319,778,25616,,,,,,,,,,,,,,,,,,,,,,,,
28053,Le Boullay-les-Deux-Églises,107,254,22133,,,,,,,,,,,,,,,,,,,,,,,,
28054,Le Boullay-Mivoye,188,487,23180,,,,,,,,,,,,,,,,,,,,,,,,
28055,Le Boullay-Thierry,212,602,23814,,,,,,,,,,,,,,,,,,,,,,,,
28056,Boutigny-Prouais,664,1777,26320,,,,,,,,,,,,,,,,,,,,,,,,
28057,Bouville,224,587,20070,,,,,,,,,,,,,,,,,,,,,,,,
28058,Bréchamps,138,338,25127,,,,,,,,,,,,,,,,,,,,,,,,
28059,Brezolles,683,1721,17347,,,,,,,,,,,,,,,,,,,,,,,,
28060,Briconville,87,250,22583,,,,,,,,,,,,,,,,,,,,,,,,
28061,Brou,1643,3226,18650,42,17,,,,,,,,32,48.9,41.7,3.0,4.3,46.0,13.0,5.6,1.8,2.1,1.6,-13.5,10831,30517,2.8
28062,Broué,327,898,24768,,,,,,,,,,,,,,,,,,,,,,,,
28064,Bû,782,2017,23602,62,,,,,,,,,,82.6,75.0,2.4,5.2,24.8,6.4,3.3,2.0,0.8,0.5,-17.1,13249,36559,2.8
28065,Bullainville,54,120,19173,,,,,,,,,,,,,,,,,,,,,,,,
28067,Cernay,,,,,,,,,,,,,,,,,,,,,,,,,,,
28068,Challet,162,456,22771,,,,,,,,,,,,,,,,,,,,,,,,
28070,Champhol,1353,3676,24063,68,6,,,,,,,,,79.9,72.8,2.7,4.4,27.4,7.1,2.9,1.9,0.5,0.5,-17.3,14602,38068,2.6
28071,Champrond-en-Gâtine,265,612,19196,,,,,,,,,,,,,,,,,,,,,,,,
28072,Champrond-en-Perchet,166,395,22609,,,,,,,,,,,,,,,,,,,,,,,,
28073,Champseru,121,327,24806,,,,,,,,,,,,,,,,,,,,,,,,
28074,La Chapelle-d'Aunainville,99,260,24200,,,,,,,,,,,,,,,,,,,,,,,,
28075,La Chapelle-du-Noyer,446,1028,21184,,,,,,,,,,,,,,,,,,,,,,,,
28076,La Chapelle-Forainvilliers,65,186,25328,,,,,,,,,,,,,,,,,,,,,,,,
28077,La Chapelle-Fortin,70,185,18094,,,,,,,,,,,,,,,,,,,,,,,,
28078,Chapelle-Guillaume,75,174,18498,,,,,,,,,,,,,,,,,,,,,,,,
28079,Chapelle-Royale,144,295,19599,,,,,,,,,,,,,,,,,,,,,,,,
28080,Charbonnières,107,237,18672,,,,,,,,,,,,,,,,,,,,,,,,
28081,Charonville,106,305,20976,,,,,,,,,,,,,,,,,,,,,,,,
28082,Charpont,232,623,24350,,,,,,,,,,,,,,,,,,,,,,,,
28084,Chartainvilliers,276,738,25462,,,,,,,,,,,,,,,,,,,,,,,,
28085,Chartres,18082,36914,20737,56,15,21,18,21,16,9,6,5,24,72.8,64.1,3.2,5.4,29.7,10.3,5.5,2.0,1.9,1.6,-18.3,10794,38281,3.5
28086,Chassant,143,338,18226,,,,,,,,,,,,,,,,,,,,,,,,
28087,Châtaincourt,98,244,21461,,,,,,,,,,,,,,,,,,,,,,,,
28088,Châteaudun,5448,11740,17893,42,23,36,35,32,23,14,,8,40,57.2,49.8,3.2,4.2,39.4,9.0,8.5,2.9,3.1,2.5,-14.1,9140,30336,3.3
28089,Châteauneuf-en-Thymerais,1119,2505,19199,44,14,,,,,,,,23,67.0,60.0,3.9,3.1,31.5,7.9,6.5,3.1,1.7,1.8,-12.9,11512,29889,2.6
28090,Les Châtelets,,,,,,,,,,,,,,,,,,,,,,,,,,,
28091,Les Châtelliers-Notre-Dame,59,145,21572,,,,,,,,,,,,,,,,,,,,,,,,
28092,Châtenay,85,232,22525,,,,,,,,,,,,,,,,,,,,,,,,
28094,Chaudon,662,1653,22866,,,,,,,,,,,,,,,,,,,,,,,,
28095,Chauffours,105,274,21098,,,,,,,,,,,,,,,,,,,,,,,,
28096,La Chaussée-d'Ivry,452,1156,23464,,,,,,,,,,,,,,,,,,,,,,,,
28098,Cherisy,748,1831,23786,,,,,,,,,,,,,,,,,,,,,,,,
28099,Chuisnes,430,1113,21664,,,,,,,,,,,,,,,,,,,,,,,,
28100,Cintray,167,432,25277,,,,,,,,,,,,,,,,,,,,,,,,
28102,Clévilliers,253,690,24266,,,,,,,,,,,,,,,,,,,,,,,,
28103,Cloyes-les-Trois-Rivières,2534,5558,20674,51,12,,,,,,,6,30,60.6,53.2,2.4,5.0,40.3,9.8,4.3,2.0,1.3,1.0,-15.0,11946,32929,2.8
28104,Coltainville,326,894,24293,,,,,,,,,,,,,,,,,,,,,,,,
28105,Combres,200,485,19940,,,,,,,,,,,,,,,,,,,,,,,,
28106,Conie-Molitard,176,421,21369,,,,,,,,,,,,,,,,,,,,,,,,
28107,Corancez,160,384,24256,,,,,,,,,,,,,,,,,,,,,,,,
28108,Cormainville,99,242,20171,,,,,,,,,,,,,,,,,,,,,,,,
28109,Les Corvées-les-Yys,134,335,21381,,,,,,,,,,,,,,,,,,,,,,,,
28110,Le Coudray,1771,4378,24627,68,5,,,,,,,,,81.9,74.2,2.3,5.4,24.1,8.5,3.3,1.8,0.7,0.8,-17.8,14818,41594,2.8
28111,Coudray-au-Perche,127,312,20765,,,,,,,,,,,,,,,,,,,,,,,,
28113,Coulombs,566,1427,24261,,,,,,,,,,,,,,,,,,,,,,,,
28114,Courbehaye,56,133,20615,,,,,,,,,,,,,,,,,,,,,,,,
28116,Courville-sur-Eure,1203,2725,19972,49,13,,,,,,,,23,68.8,61.2,3.0,4.6,31.4,8.6,5.5,2.3,1.7,1.5,-14.3,11381,31232,2.7
28117,Crécy-Couvé,108,275,21856,,,,,,,,,,,,,,,,,,,,,,,,
28118,Croisilles,163,436,26183,,,,,,,,,,,,,,,,,,,,,,,,
28119,La Croix-du-Perche,72,166,19705,,,,,,,,,,,,,,,,,,,,,,,,
28120,Crucey-Villages,191,479,22011,,,,,,,,,,,,,,,,,,,,,,,,
28121,Dambron,,,,,,,,,,,,,,,,,,,,,,,,,,,
28122,Dammarie,595,1523,23579,,,,,,,,,,,,,,,,,,,,,,,,
28123,Dampierre-sous-Brou,212,456,20283,,,,,,,,,,,,,,,,,,,,,,,,
28124,Dampierre-sur-Avre,282,757,22118,,,,,,,,,,,,,,,,,,,,,,,,
28126,Dancy,82,201,21380,,,,,,,,,,,,,,,,,,,,,,,,
28127,Dangeau,521,1269,20766,,,,,,,,,,,,,,,,,,,,,,,,
28128,Dangers,156,440,23364,,,,,,,,,,,,,,,,,,,,,,,,
28129,Denonville,281,768,23934,,,,,,,,,,,,,,,,,,,,,,,,
28130,Digny,386,983,20576,,,,,,,,,,,,,,,,,,,,,,,,
28132,Donnemain-Saint-Mamès,268,685,19884,,,,,,,,,,,,,,,,,,,,,,,,
28134,Dreux,12028,30844,16268,38,29,30,35,36,28,21,11,13,41,68.0,59.9,4.8,3.3,27.3,6.0,11.9,4.7,4.1,3.2,-13.2,8721,28622,3.3
28135,Droue-sur-Drouette,488,1290,28325,,,,,,,,,,,,,,,,,,,,,,,,
28136,Écluzelles,71,179,24744,,,,,,,,,,,,,,,,,,,,,,,,
28137,Écrosnes,330,866,25428,,,,,,,,,,,,,,,,,,,,,,,,
28139,Épeautrolles,59,185,23852,,,,,,,,,,,,,,,,,,,,,,,,
28140,Épernon,2628,5627,21367,58,11,,16,,,,,,18,80.9,75.7,2.8,2.4,24.9,5.7,4.5,1.9,1.4,1.1,-16.0,12245,35173,2.9
28141,Ermenonville-la-Grande,123,334,24102,,,,,,,,,,,,,,,,,,,,,,,,
28142,Ermenonville-la-Petite,77,205,21341,,,,,,,,,,,,,,,,,,,,,,,,
28143,Escorpain,91,239,22674,,,,,,,,,,,,,,,,,,,,,,,,
28144,Les Étilleux,94,210,19288,,,,,,,,,,,,,,,,,,,,,,,,
28146,Faverolles,356,884,25218,,,,,,,,,,,,,,,,,,,,,,,,
28147,Favières,208,578,22591,,,,,,,,,,,,,,,,,,,,,,,,
28148,Le Favril,145,361,23153,,,,,,,,,,,,,,,,,,,,,,,,
28149,La Ferté-Vidame,327,663,17019,,,,,,,,,,,,,,,,,,,,,,,,
28151,Fessanvilliers-Mattanvilliers,57,178,19772,,,,,,,,,,,,,,,,,,,,,,,,
28153,Flacey,92,218,21241,,,,,,,,,,,,,,,,,,,,,,,,
28154,Fontaine-la-Guyon,553,1506,23398,,,,,,,,,,,,,,,,,,,,,,,,
28155,Fontaine-les-Ribouts,79,199,22417,,,,,,,,,,,,,,,,,,,,,,,,
28156,Fontaine-Simon,372,875,20481,,,,,,,,,,,,,,,,,,,,,,,,
28157,Fontenay-sur-Conie,60,127,20425,,,,,,,,,,,,,,,,,,,,,,,,
28158,Fontenay-sur-Eure,380,1060,26466,,,,,,,,,,,,,,,,,,,,,,,,
28159,La Framboisière,145,341,19797,,,,,,,,,,,,,,,,,,,,,,,,
28160,Francourville,328,860,23302,,,,,,,,,,,,,,,,,,,,,,,,
28161,Frazé,210,454,19801,,,,,,,,,,,,,,,,,,,,,,,,
28162,Fresnay-le-Comte,131,340,22132,,,,,,,,,,,,,,,,,,,,,,,,
28163,Fresnay-le-Gilmert,82,217,24416,,,,,,,,,,,,,,,,,,,,,,,,
28164,Fresnay-l'Évêque,264,702,20538,,,,,,,,,,,,,,,,,,,,,,,,
28166,Friaize,96,241,20280,,,,,,,,,,,,,,,,,,,,,,,,
28167,Fruncé,149,380,22060,,,,,,,,,,,,,,,,,,,,,,,,
28168,Gallardon,1409,3585,22157,56,8,,,,,,,,,83.9,77.1,3.2,3.5,22.1,5.5,4.5,2.7,0.9,0.9,-16.0,13119,35052,2.7
28169,Garancières-en-Beauce,88,229,23683,,,,,,,,,,,,,,,,,,,,,,,,
28170,Garancières-en-Drouais,106,278,23593,,,,,,,,,,,,,,,,,,,,,,,,
28171,Garnay,372,903,24083,,,,,,,,,,,,,,,,,,,,,,,,
28172,Gas,301,790,25471,,,,,,,,,,,,,,,,,,,,,,,,
28173,Gasville-Oisème,502,1331,24650,,,,,,,,,,,,,,,,,,,,,,,,
28175,La Gaudaine,73,174,22059,,,,,,,,,,,,,,,,,,,,,,,,
28176,Le Gault-Saint-Denis,262,689,21183,,,,,,,,,,,,,,,,,,,,,,,,
28177,Gellainville,239,682,22805,,,,,,,,,,,,,,,,,,,,,,,,
28178,Germainville,111,300,25292,,,,,,,,,,,,,,,,,,,,,,,,
28180,Gilles,176,470,24857,,,,,,,,,,,,,,,,,,,,,,,,
28182,Gohory,133,342,20975,,,,,,,,,,,,,,,,,,,,,,,,
28183,Gommerville,254,661,22145,,,,,,,,,,,,,,,,,,,,,,,,
28184,Gouillons,123,322,22308,,,,,,,,,,,,,,,,,,,,,,,,
28185,Goussainville,455,1253,25258,,,,,,,,,,,,,,,,,,,,,,,,
28187,Guainville,239,599,24859,,,,,,,,,,,,,,,,,,,,,,,,
28188,Le Gué-de-Longroi,335,960,23715,,,,,,,,,,,,,,,,,,,,,,,,
28189,Guilleville,67,175,23524,,,,,,,,,,,,,,,,,,,,,,,,
28190,Guillonville,174,432,20941,,,,,,,,,,,,,,,,,,,,,,,,
28191,Hanches,1016,2665,25376,69,,,,,,,,,,83.2,77.7,2.1,3.4,25.0,6.4,2.6,1.7,0.6,0.4,-17.2,16117,39058,2.4
28192,Happonvilliers,127,315,20832,,,,,,,,,,,,,,,,,,,,,,,,
28193,Havelu,55,131,28579,,,,,,,,,,,,,,,,,,,,,,,,
28194,Houville-la-Branche,177,452,23849,,,,,,,,,,,,,,,,,,,,,,,,
28195,Houx,280,775,25563,,,,,,,,,,,,,,,,,,,,,,,,
28196,Illiers-Combray,1433,3169,19902,46,13,,,,,,,,24,64.1,56.0,2.8,5.3,35.1,10.0,5.3,2.5,1.6,1.3,-14.5,11540,31361,2.7
28197,Intréville,57,136,21966,,,,,,,,,,,,,,,,,,,,,,,,
28198,Jallans,349,827,21138,,,,,,,,,,,,,,,,,,,,,,,,
28199,Janville-en-Beauce,1035,2509,20185,51,11,,,,,,,,,73.5,64.8,3.2,5.5,25.9,10.3,4.8,2.5,1.4,0.9,-14.5,12352,33081,2.7
28200,Jaudrais,149,418,20905,,,,,,,,,,,,,,,,,,,,,,,,
28201,Jouy,809,1993,23400,,,,,,,,,,,,,,,,,,,,,,,,
28202,Lamblore,142,307,20377,,,,,,,,,,,,,,,,,,,,,,,,
28203,Landelles,251,630,22683,,,,,,,,,,,,,,,,,,,,,,,,
28206,Laons,270,694,19658,,,,,,,,,,,,,,,,,,,,,,,,
28207,Léthuin,81,229,23134,,,,,,,,,,,,,,,,,,,,,,,,
28208,Levainville,145,398,25727,,,,,,,,,,,,,,,,,,,,,,,,
28209,Lèves,2170,5417,23506,66,5,,,,,,,,12,79.1,71.9,2.4,4.8,27.0,8.4,3.6,2.0,0.9,0.7,-18.1,14500,38815,2.7
28210,Levesville-la-Chenard,81,199,21933,,,,,,,,,,,,,,,,,,,,,,,,
28211,Logron,234,563,20996,,,,,,,,,,,,,,,,,,,,,,,,
28212,Loigny-la-Bataille,91,220,21669,,,,,,,,,,,,,,,,,,,,,,,,
28213,Lormaye,296,675,22481,,,,,,,,,,,,,,,,,,,,,,,,
28214,La Loupe,1578,3140,17226,37,22,,,,,,,,35,51.1,43.3,3.6,4.2,44.6,7.8,8.7,2.9,3.2,2.5,-12.2,9938,27625,2.8
28215,Louville-la-Chenard,104,228,20800,,,,,,,,,,,,,,,,,,,,,,,,
28216,Louvilliers-en-Drouais,82,195,24090,,,,,,,,,,,,,,,,,,,,,,,,
28217,Louvilliers-lès-Perche,64,162,22516,,,,,,,,,,,,,,,,,,,,,,,,
28218,Lucé,7623,16153,18050,44,21,24,27,28,20,14,,5,29,65.5,59.8,4.1,1.6,33.8,5.0,8.8,3.0,3.1,2.6,-13.1,9974,29467,3.0
28219,Luigny,181,412,19000,,,,,,,,,,,,,,,,,,,,,,,,
28220,Luisant,2923,6885,23580,64,7,,,,,,,,16,70.3,61.6,2.2,6.4,34.0,11.3,3.5,1.8,0.9,0.8,-19.1,13699,41585,3.0
28221,Lumeau,65,148,21272,,,,,,,,,,,,,,,,,,,,,,,,
28222,Luplanté,149,393,21660,,,,,,,,,,,,,,,,,,,,,,,,
28223,Luray,559,1551,21229,,,,,,,,,,,,,,,,,,,,,,,,
28225,Magny,235,657,22017,,,,,,,,,,,,,,,,,,,,,,,,
28226,Maillebois,403,953,21555,,,,,,,,,,,,,,,,,,,,,,,,
28227,Maintenon,1894,4298,23618,64,7,,,,,,,,18,74.6,69.2,2.6,2.7,31.8,7.2,3.2,1.5,1.0,0.7,-16.8,14053,38590,2.7
28229,Mainvilliers,4709,10739,18873,48,21,32,27,27,21,11,,,36,70.6,64.7,3.8,2.0,28.9,6.4,8.6,3.3,2.9,2.4,-14.5,9699,32509,3.4
28230,Maisons,140,395,22658,,,,,,,,,,,,,,,,,,,,,,,,
28231,La Mancelière,71,186,21156,,,,,,,,,,,,,,,,,,,,,,,,
28232,Manou,235,569,20591,,,,,,,,,,,,,,,,,,,,,,,,
28233,Marboué,486,1128,20330,,,,,,,,,,,,,,,,,,,,,,,,
28234,Marchéville,194,496,22101,,,,,,,,,,,,,,,,,,,,,,,,
28235,Marchezais,126,367,26232,,,,,,,,,,,,,,,,,,,,,,,,
28236,Arcisses,943,2146,21215,56,,,,,,,,,,61.5,55.2,2.5,3.8,39.4,11.5,3.2,1.7,0.8,0.7,-15.6,13124,34219,2.6
28237,Marolles-les-Buis,89,210,21405,,,,,,,,,,,,,,,,,,,,,,,,
28239,Marville-Moutiers-Brûlé,376,995,23077,,,,,,,,,,,,,,,,,,,,,,,,
28240,Meaucé,225,542,20585,,,,,,,,,,,,,,,,,,,,,,,,
28242,Méréglise,,,,,,,,,,,,,,,,,,,,,,,,,,,
28243,Mérouville,89,211,23048,,,,,,,,,,,,,,,,,,,,,,,,
28245,Meslay-le-Grenet,135,343,25207,,,,,,,,,,,,,,,,,,,,,,,,
28246,Meslay-le-Vidame,185,537,23050,,,,,,,,,,,,,,,,,,,,,,,,
28247,Le Mesnil-Simon,209,598,24423,,,,,,,,,,,,,,,,,,,,,,,,
28248,Le Mesnil-Thomas,134,312,18732,,,,,,,,,,,,,,,,,,,,,,,,
28249,Mévoisins,256,664,26131,,,,,,,,,,,,,,,,,,,,,,,,
28251,Mézières-en-Drouais,419,1038,23935,,,,,,,,,,,,,,,,,,,,,,,,
28252,Miermaigne,76,173,18541,,,,,,,,,,,,,,,,,,,,,,,,
28253,Mignières,365,1058,23877,,,,,,,,,,,,,,,,,,,,,,,,
28254,Mittainvilliers-Vérigny,293,798,23252,,,,,,,,,,,,,,,,,,,,,,,,
28255,Moinville-la-Jeulin,56,161,20757,,,,,,,,,,,,,,,,,,,,,,,,
28256,Moléans,196,475,21261,,,,,,,,,,,,,,,,,,,,,,,,
28257,Mondonville-Saint-Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,
28259,Montboissier,133,320,21277,,,,,,,,,,,,,,,,,,,,,,,,
28260,Montharville,,,,,,,,,,,,,,,,,,,,,,,,,,,
28261,Montigny-le-Chartif,237,608,20377,,,,,,,,,,,,,,,,,,,,,,,,
28263,Montigny-sur-Avre,111,263,19419,,,,,,,,,,,,,,,,,,,,,,,,
28264,Montireau,51,136,21486,,,,,,,,,,,,,,,,,,,,,,,,
28265,Montlandon,104,230,19529,,,,,,,,,,,,,,,,,,,,,,,,
28267,Montreuil,215,503,24823,,,,,,,,,,,,,,,,,,,,,,,,
28268,Morainville,,,,,,,,,,,,,,,,,,,,,,,,,,,
28269,Morancez,726,1819,25180,,,,,,,,,,,,,,,,,,,,,,,,
28270,Moriers,100,231,22106,,,,,,,,,,,,,,,,,,,,,,,,
28271,Morvilliers,63,158,20190,,,,,,,,,,,,,,,,,,,,,,,,
28272,Mottereau,70,172,21095,,,,,,,,,,,,,,,,,,,,,,,,
28273,Moulhard,55,134,17749,,,,,,,,,,,,,,,,,,,,,,,,
28274,Moutiers,111,262,20781,,,,,,,,,,,,,,,,,,,,,,,,
28275,Néron,252,676,25034,,,,,,,,,,,,,,,,,,,,,,,,
28276,Neuvy-en-Beauce,82,215,20960,,,,,,,,,,,,,,,,,,,,,,,,
28277,Neuvy-en-Dunois,126,313,21446,,,,,,,,,,,,,,,,,,,,,,,,
28278,Nogent-le-Phaye,533,1381,25074,,,,,,,,,,,,,,,,,,,,,,,,
28279,Nogent-le-Roi,1704,3862,20930,52,13,,,,,,,,26,73.5,67.7,3.3,2.5,30.7,6.0,4.9,2.3,1.4,1.2,-15.1,11655,33422,2.9
28280,Nogent-le-Rotrou,4586,9151,19501,47,16,,23,22,19,,,5,31,56.7,48.5,3.0,5.2,42.1,9.5,6.6,2.1,2.6,1.9,-14.9,10438,31679,3.0
28281,Nogent-sur-Eure,193,514,25090,,,,,,,,,,,,,,,,,,,,,,,,
28282,Nonvilliers-Grandhoux,175,434,20429,,,,,,,,,,,,,,,,,,,,,,,,
28283,Nottonville,136,306,20185,,,,,,,,,,,,,,,,,,,,,,,,
28284,Oinville-Saint-Liphard,124,291,21148,,,,,,,,,,,,,,,,,,,,,,,,
28285,Oinville-sous-Auneau,126,349,24069,,,,,,,,,,,,,,,,,,,,,,,,
28286,Ollé,224,614,22367,,,,,,,,,,,,,,,,,,,,,,,,
28287,Orgères-en-Beauce,408,996,19117,,,,,,,,,,,,,,,,,,,,,,,,
28289,Ormoy,87,237,22711,,,,,,,,,,,,,,,,,,,,,,,,
28290,Orrouer,110,302,22374,,,,,,,,,,,,,,,,,,,,,,,,
28291,Ouarville,227,563,21043,,,,,,,,,,,,,,,,,,,,,,,,
28292,Ouerre,289,744,24970,,,,,,,,,,,,,,,,,,,,,,,,
28293,Oulins,430,1209,23223,,,,,,,,,,,,,,,,,,,,,,,,
28294,Oysonville,205,511,23690,,,,,,,,,,,,,,,,,,,,,,,,
28296,Péronville,112,256,20801,,,,,,,,,,,,,,,,,,,,,,,,
28298,Pierres,1235,2923,23685,63,,,,,,,,,,70.4,65.1,2.6,2.8,35.6,6.5,3.1,1.8,0.7,0.6,-15.6,14986,36180,2.4
28299,Les Pinthières,66,169,24666,,,,,,,,,,,,,,,,,,,,,,,,
28300,Poinville,58,150,21689,,,,,,,,,,,,,,,,,,,,,,,,
28301,Poisvilliers,155,454,25174,,,,,,,,,,,,,,,,,,,,,,,,
28302,Pontgouin,417,1000,20545,,,,,,,,,,,,,,,,,,,,,,,,
28303,Poupry,,,,,,,,,,,,,,,,,,,,,,,,,,,
28304,Prasville,166,446,21747,,,,,,,,,,,,,,,,,,,,,,,,
28305,Pré-Saint-Évroult,127,284,22738,,,,,,,,,,,,,,,,,,,,,,,,
28306,Pré-Saint-Martin,77,195,20775,,,,,,,,,,,,,,,,,,,,,,,,
28308,Prudemanche,91,259,21141,,,,,,,,,,,,,,,,,,,,,,,,
28309,Prunay-le-Gillon,437,1100,22747,,,,,,,,,,,,,,,,,,,,,,,,
28310,La Puisaye,109,269,21228,,,,,,,,,,,,,,,,,,,,,,,,
28312,Puiseux,56,136,23103,,,,,,,,,,,,,,,,,,,,,,,,
28313,Réclainville,72,188,22468,,,,,,,,,,,,,,,,,,,,,,,,
28314,Les Ressuintes,59,132,21342,,,,,,,,,,,,,,,,,,,,,,,,
28315,Revercourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
28316,Rohaire,65,130,20485,,,,,,,,,,,,,,,,,,,,,,,,
28317,Roinville,207,559,21919,,,,,,,,,,,,,,,,,,,,,,,,
28319,Rouvray-Saint-Denis,164,458,21960,,,,,,,,,,,,,,,,,,,,,,,,
28321,Rouvres,337,834,25693,,,,,,,,,,,,,,,,,,,,,,,,
28322,Rueil-la-Gadelière,185,489,20581,,,,,,,,,,,,,,,,,,,,,,,,
28323,Saint-Ange-et-Torçay,102,264,22243,,,,,,,,,,,,,,,,,,,,,,,,
28324,Saint-Arnoult-des-Bois,330,883,22566,,,,,,,,,,,,,,,,,,,,,,,,
28325,Saint-Aubin-des-Bois,394,1059,23750,,,,,,,,,,,,,,,,,,,,,,,,
28326,Saint-Avit-les-Guespières,147,360,21464,,,,,,,,,,,,,,,,,,,,,,,,
28327,Saint-Bomer,79,188,19447,,,,,,,,,,,,,,,,,,,,,,,,
28329,Saint-Christophe,66,144,23073,,,,,,,,,,,,,,,,,,,,,,,,
28330,Villemaury,561,1391,19593,,,,,,,,,,,,,,,,,,,,,,,,
28331,Saintigny,416,951,19867,,,,,,,,,,,,,,,,,,,,,,,,
28332,Sainte-Gemme-Moronval,376,1108,23524,,,,,,,,,,,,,,,,,,,,,,,,
28333,Saint-Denis-des-Puits,52,136,19775,,,,,,,,,,,,,,,,,,,,,,,,
28334,Saint-Denis-Lanneray,991,2279,21550,58,,,,,,,,,,60.3,53.2,2.0,5.1,41.8,10.7,2.9,1.7,0.6,0.6,-15.7,13629,33585,2.5
28335,Saint-Éliph,363,875,21660,,,,,,,,,,,,,,,,,,,,,,,,
28336,Saint-Éman,47,110,21400,,,,,,,,,,,,,,,,,,,,,,,,
28337,Saint-Georges-sur-Eure,1148,2831,22893,63,,,,,,,,,,76.4,69.0,2.3,5.0,29.4,7.1,2.7,1.6,0.6,0.5,-15.6,14765,36067,2.4
28339,Saint-Germain-le-Gaillard,126,349,23552,,,,,,,,,,,,,,,,,,,,,,,,
28341,Saint-Jean-de-Rebervilliers,91,257,23233,,,,,,,,,,,,,,,,,,,,,,,,
28342,Saint-Jean-Pierre-Fixte,108,265,20770,,,,,,,,,,,,,,,,,,,,,,,,
28343,Saint-Laurent-la-Gâtine,181,459,26308,,,,,,,,,,,,,,,,,,,,,,,,
28344,Saint-Léger-des-Aubées,106,275,22371,,,,,,,,,,,,,,,,,,,,,,,,
28346,Saint-Lubin-de-Cravant,,,,,,,,,,,,,,,,,,,,,,,,,,,
