IRIS,Libellé de l'IRIS,Commune ou ARM,Libellé commune ou ARM,Part des ménages fiscaux imposés (%),Taux de bas revenus déclarés au seuil de 60 % (%),1er quartile (€),Médiane (€),3e quartile (€),Écart inter-quartile rapporté à la médiane,1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%),Note de précaution (voir onglet seuils)
IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP15,DEC_TP6015,DEC_Q115,DEC_MED15,DEC_Q315,DEC_EQ15,DEC_D115,DEC_D215,DEC_D315,DEC_D415,DEC_D615,DEC_D715,DEC_D815,DEC_D915,DEC_RD15,DEC_S80S2015,DEC_GI15,DEC_PACT15,DEC_PTSA15,DEC_PCHO15,DEC_PBEN15,DEC_PPEN15,DEC_PAUT15,DEC_NOTE15
330690108,Cheneraie-Lavigne,33069,Le Bouscat,57,19.6,14396,22010,33810,0.88,7966,12428,16326,18948,27042,31494,37236,55510,7.0,9.4,0.42,70.4,60.1,2.6,7.7,24.2,5.4,0
330690109,Hippodrome-Lafon-Feline,33069,Le Bouscat,,,11320,18842,28834,0.93,5382,9722,13392,15984,23064,26446,31272,39996,7.4,9.9,0.39,69.2,57.7,3.6,7.9,26.3,4.5,0
330750101,Tour de Gassies-Treulon,33075,Bruges,69,9.9,18710,25108,33166,0.58,12390,16926,20206,22512,28084,30962,35710,45594,3.7,5.1,0.31,71.3,63.0,2.3,6.0,23.8,4.9,0
330750102,Centre Ville,33075,Bruges,,,14904,21393,29224,0.67,9380,13114,16272,18864,23850,27354,31078,39420,4.2,6.0,0.34,72.0,62.3,3.4,6.3,24.5,3.5,0
330750103,La Marianne-Sainte Germaine,33075,Bruges,71,9.7,18860,27426,36890,0.66,12382,17150,20728,24010,30566,34414,40680,52298,4.2,5.8,0.34,71.2,60.3,2.3,8.6,23.0,5.8,0
330750104,Cimetiere Nord-Petit Bruges,33075,Bruges,68,11.1,17124,23636,31542,0.61,11617,15588,18408,21132,26392,29732,34182,41000,3.5,4.7,0.29,83.3,74.8,3.6,4.9,12.9,3.8,0
330750105,Villabois-La Hutte,33075,Bruges,62,13.7,15522,21844,29124,0.62,10774,14376,16912,19470,24740,27780,31060,37932,3.5,4.3,0.27,84.6,77.4,3.5,3.7,12.8,2.6,0
331190101,Palmer 1,33119,Cenon,33,57.7,4310,10472,18038,1.31,662,3132,5770,8230,13064,15780,19476,24724,37.3,24.1,0.44,68.3,58.9,7.4,2.0,30.2,1.5,0
331190102,Palmer 2,33119,Cenon,20,67.7,4542,9110,14472,1.09,692,3356,5860,7468,10456,13026,15816,19448,28.1,21.0,0.40,66.4,56.4,8.8,1.2,33.1,0.5,0
331190103,Cavailles-Camparian,33119,Cenon,53,31.0,10338,18898,27204,0.89,3662,8628,12036,16156,21582,25474,29464,36380,9.9,12.8,0.40,66.5,56.3,3.5,6.7,27.7,5.8,0
331190104,Gravieres-Gravette-Beaulieu-Lagrue-Plaisance,33119,Cenon,55,21.5,13426,20404,27774,0.70,7750,11700,15300,17762,22696,25872,29462,35260,4.5,5.8,0.31,67.9,59.2,3.7,5.0,27.7,4.4,0
331190105,Saraillere-Ronceval-Seigliere,33119,Cenon,35,49.3,6904,12474,19416,1.00,2536,5754,7992,10466,14822,17754,21654,27340,10.8,11.0,0.38,62.1,54.7,5.9,1.5,36.9,1.0,0
331190106,Grand Pavois-Cimetiere St-Paul,33119,Cenon,50,30.2,10772,17622,24004,0.75,5372,9390,12248,15274,19988,22704,25834,30056,5.6,6.6,0.31,65.2,57.6,4.4,3.1,32.8,2.1,0
331190107,Maregue,33119,Cenon,21,62.2,4246,9768,15170,1.12,168,3168,5594,7844,11950,13843,16406,20090,119.6,27.2,0.41,74.6,64.8,8.8,1.0,24.2,1.2,0
331190108,Bas Cenon-Cours Victor Hugo-Gambetta,33119,Cenon,46,30.1,10086,17964,24652,0.81,3602,8632,12196,15198,20524,23308,26442,32156,8.9,10.0,0.35,74.7,65.2,4.7,4.8,22.8,2.5,0
331190109,Bas Cenon-Cours Verdun-Testaud,33119,Cenon,51,25.7,12186,18430,25348,0.71,5262,10218,13486,16028,20980,23722,27056,32338,6.1,6.8,0.31,74.1,66.0,4.9,3.2,23.2,2.7,1
331220101,Gazinet-Nord,33122,Cestas,69,8.5,18596,25672,33846,0.59,13042,17066,20020,22828,28764,31888,36360,44792,3.4,4.0,0.26,61.7,56.2,2.3,3.2,35.0,3.3,0
331220102,Gazinet-Sud-Bouzet,33122,Cestas,74,,19462,25346,32974,0.53,15114,18524,20794,23034,28134,31184,34858,41262,2.7,3.3,0.24,57.5,53.4,1.7,2.4,39.1,3.4,0
331220103,Mano,33122,Cestas,,,21090,28348,36752,0.55,16012,19858,22570,25647,31552,34890,39084,46418,2.9,3.4,0.24,54.5,50.3,2.1,2.1,41.3,4.2,0
331220104,Bourg-Croix d'Hins,33122,Cestas,71,,20380,27284,36050,0.57,14028,18846,21822,24524,30328,34032,38356,45404,3.2,4.0,0.26,59.8,54.4,2.4,3.0,37.1,3.1,0
331220105,Bellevue-Trigan,33122,Cestas,72,8.0,19076,26776,35462,0.61,13464,17654,20602,23864,29812,33126,38142,47848,3.6,4.3,0.28,74.3,67.7,2.0,4.7,21.8,3.8,0
331220106,Ecarts-Ruraux,33122,Cestas,,,17804,24398,33334,0.64,11020,15912,19536,21560,27818,31230,36008,44594,4.0,5.6,0.32,73.1,63.7,2.1,7.3,22.0,4.9,0
331220107,Rejouit,33122,Cestas,83,,23981,32246,43074,0.59,18758,22502,25952,29230,36172,40504,45514,54664,2.9,3.7,0.26,64.8,58.1,2.1,4.6,30.1,5.1,0
331620101,Cantinolle,33162,Eysines,67,11.5,17290,23366,30618,0.57,11414,15780,18662,21040,25669,28686,32710,39944,3.5,4.4,0.27,75.2,67.7,3.1,4.4,20.6,4.2,0
331620102,Bourg,33162,Eysines,67,10.1,17442,23962,32972,0.65,12204,15682,18940,21800,26866,30550,35452,44262,3.6,4.8,0.30,66.7,59.0,2.9,4.9,27.3,5.9,0
331620103,La Lesque,33162,Eysines,61,16.0,14976,20928,28592,0.65,8446,13592,16422,18990,23606,26856,30724,37494,4.4,5.6,0.31,77.4,70.1,3.3,4.0,18.0,4.6,0
331620104,Vigean,33162,Eysines,,,6946,12600,21196,1.13,2042,5252,7792,10082,15436,19352,23322,29610,14.5,16.5,0.43,69.9,59.3,5.6,5.0,27.5,2.6,0
331620105,Derby,33162,Eysines,,,16646,23866,30190,0.57,9638,14552,18128,21440,25996,28920,32724,39410,4.1,5.1,0.29,66.8,59.8,2.9,4.2,29.5,3.6,0
331620106,Grand Louis,33162,Eysines,53,24.3,12508,19438,27916,0.79,6796,10932,14206,16916,22128,25172,29866,37116,5.5,7.3,0.34,70.3,63.2,3.9,3.2,27.3,2.4,0
331620107,Migron,33162,Eysines,,,18512,25682,33696,0.59,12938,17394,20142,22922,28430,31824,35924,44864,3.5,4.4,0.28,70.2,63.7,2.7,3.8,26.0,3.8,0
331670101,La Souys,33167,Floirac,41,37.3,8872,15756,21840,0.82,4418,7626,10268,13044,18258,20480,23602,29270,6.6,8.2,0.34,79.8,70.6,6.0,3.2,18.6,1.6,0
331670102,Gambetta,33167,Floirac,46,32.2,9864,16876,24868,0.89,4566,8196,11148,14352,19982,23220,27088,34328,7.5,9.1,0.37,73.3,64.2,4.9,4.1,23.3,3.5,0
331670103,Gravette,33167,Floirac,29,54.1,6144,11680,18080,1.02,1528,5170,7548,9088,13900,16114,20308,25298,16.6,14.2,0.40,64.4,56.9,6.4,1.2,34.3,1.2,0
331670104,Coteaux,33167,Floirac,62,12.9,16228,22098,28334,0.55,11192,14816,17582,19952,24542,26892,30308,38226,3.4,4.4,0.27,71.7,63.3,3.2,5.2,25.5,2.8,0
331670108,La Maregue Etendu,33167,Floirac,,,6712,13050,19432,0.97,1554,5370,8002,10482,15250,17866,21066,24966,16.1,12.9,0.37,67.1,59.2,6.3,1.6,32.0,0.9,0
331670109,Rebedech,33167,Floirac,,,17952,24334,31156,0.54,12072,15828,18966,22000,27138,29666,33420,39602,3.3,3.9,0.25,60.1,55.4,2.5,2.2,36.8,3.1,0
331670110,Plateaux,33167,Floirac,61,17.1,14978,21838,29186,0.65,9040,13438,17066,19220,24310,27650,31328,37644,4.2,5.1,0.29,69.8,63.7,3.1,3.0,27.0,3.2,0
331920102,Saint-Gery,33192,Gradignan,64,13.1,15776,21848,29400,0.62,10560,14578,17180,19437,24010,27302,32291,39886,3.8,4.4,0.28,60.8,56.5,2.3,1.9,35.6,3.7,0
331920103,Malartic,33192,Gradignan,,,12878,20734,27492,0.70,5930,10982,14576,18216,23310,26216,29546,35418,6.0,6.9,0.31,63.1,58.6,2.6,1.9,35.0,1.9,0
331920104,Beausoleil,33192,Gradignan,77,,21756,29808,41874,0.67,15636,20228,23292,26816,33782,38768,45924,58266,3.7,4.5,0.30,63.0,55.6,1.7,5.6,28.7,8.4,0
331920105,Loustalot,33192,Gradignan,60,21.7,14478,22996,33716,0.84,5000,11116,16580,19904,27290,31510,37700,48440,9.7,11.2,0.40,60.7,55.2,2.3,3.2,32.9,6.4,0
331920106,Moulineau,33192,Gradignan,72,8.4,19214,27588,38426,0.70,13524,17396,20806,23854,31312,35916,41838,52486,3.9,5.0,0.31,55.8,49.7,1.7,4.4,37.5,6.7,0
331920107,Le Brandier,33192,Gradignan,60,18.0,15100,22264,31190,0.72,9014,13432,16874,19698,25614,28910,33354,40542,4.5,5.5,0.31,70.6,64.4,3.2,3.0,26.8,2.6,0
331920108,Ornon,33192,Gradignan,74,9.1,19998,28340,40254,0.71,12754,17666,21420,25196,31978,37096,43424,53522,4.2,5.3,0.31,68.6,58.6,2.8,7.2,26.3,5.1,0
331920110,Naudet,33192,Gradignan,40,31.1,10026,16856,22924,0.77,4546,8704,12124,14622,18894,21654,24744,30810,6.8,8.7,0.35,84.1,75.4,5.6,3.2,14.4,1.4,0
331920111,Brannes,33192,Gradignan,68,14.7,17248,24624,32840,0.63,9774,15136,18698,21634,27452,30850,36110,45342,4.6,5.7,0.32,64.6,59.0,2.3,3.2,30.6,4.9,0
331990101,La Hume,33199,Gujan-Mestras,65,12.5,16574,24293,33566,0.70,11017,14897,18439,21422,27492,31109,35828,44314,4.0,5.4,0.31,47.2,39.3,2.5,5.5,46.0,6.7,0
331990102,Meyran,33199,Gujan-Mestras,65,12.0,17162,24260,34032,0.70,11482,15484,18726,21382,27462,31912,36800,45396,4.0,4.8,0.30,58.6,48.9,3.0,6.8,35.5,5.8,0
331990103,Centre Ville,33199,Gujan-Mestras,50,22.4,12956,19104,26414,0.70,7902,11572,14330,16764,21290,24156,28524,35502,4.5,6.0,0.32,62.2,53.2,4.2,4.7,31.9,6.0,0
331990104,Mestras,33199,Gujan-Mestras,65,12.4,16892,24096,32666,0.65,11336,15340,18458,21334,27194,30842,35414,43690,3.9,4.8,0.29,59.9,51.5,3.2,5.2,35.4,4.7,0
331990105,Chante Cigale,33199,Gujan-Mestras,65,11.1,17026,23908,33396,0.68,11256,15606,18740,21436,27258,31400,36718,45398,4.0,5.2,0.32,56.4,46.9,3.1,6.4,38.5,5.1,0
332430101,Condat,33243,Libourne,52,26.2,11922,19524,27266,0.79,6582,10232,13374,16740,22472,25644,30062,39292,6.0,7.4,0.35,63.9,56.2,4.1,3.6,31.4,4.7,0
332430102,Montaudon,33243,Libourne,53,23.8,12866,20035,28018,0.76,6348,11404,14624,17280,22768,26082,31012,40016,6.3,8.2,0.37,63.3,53.0,3.1,7.3,29.7,6.9,0
332430103,La Bastide,33243,Libourne,36,42.9,6262,14682,24282,1.23,784,4610,8182,11352,18010,21938,27870,39382,50.2,37.7,0.50,66.6,52.8,5.2,8.6,25.6,7.8,0
332430104,Carre-Le-Verdet,33243,Libourne,53,22.1,13184,20140,27846,0.73,7674,11380,14704,17634,22910,26116,30052,36692,4.8,6.5,0.33,54.0,45.6,2.4,6.1,40.8,5.1,0
332430105,La Gare,33243,Libourne,47,29.5,10914,18068,26238,0.85,4736,9342,12492,15362,21070,23982,28436,37694,8.0,11.0,0.40,65.7,56.2,3.3,6.3,27.1,7.1,0
332430106,Charrauds-Le-Pentey,33243,Libourne,49,23.4,12852,19310,25996,0.68,7084,11414,14120,16806,21574,24498,28180,34398,4.9,5.8,0.31,63.7,59.3,3.3,1.1,33.4,2.9,0
332430107,Avenue-Foch-La-Ganne,33243,Libourne,46,30.6,10104,17682,26208,0.91,3096,7988,12058,14768,20760,24342,28808,36908,11.9,13.6,0.40,65.0,55.6,3.5,5.9,31.0,4.0,0
332430108,Lamberte-Hopital,33243,Libourne,57,19.4,14012,20230,28070,0.69,7230,12530,15224,17472,22750,26136,29914,36870,5.1,6.2,0.32,63.8,54.4,3.6,5.8,31.3,4.9,0
332430109,La Plante,33243,Libourne,40,39.5,7864,15116,23710,1.05,3034,6110,9298,12502,18176,22130,25492,32446,10.7,14.0,0.41,62.3,53.8,4.5,4.0,33.9,3.8,0
332490101,Cite Carriet 1,33249,Lormont,35,48.9,6756,12562,19006,0.98,2416,5636,7978,9916,14802,17490,20738,25592,10.6,11.1,0.37,76.2,68.0,7.1,1.1,23.1,0.7,0
332490102,Cite Carriet 2-La Croix Rouge,33249,Lormont,29,57.3,6522,11004,16890,0.94,1914,5402,7174,9072,12780,15536,18362,22916,12.0,11.7,0.38,77.9,67.9,8.7,1.3,20.8,1.3,1
332490103,Le Bourg-Le Vieux Bourg,33249,Lormont,56,23.1,12938,20192,27076,0.70,4782,11198,14782,17238,22850,25380,29880,36526,7.6,8.3,0.35,69.2,58.6,3.8,6.8,26.6,4.2,0
332490104,Genicart 3,33249,Lormont,,,5728,10974,17104,1.04,1594,4406,6834,8684,13516,15746,18538,23164,14.5,14.0,0.39,60.8,53.6,6.4,0.8,38.6,0.6,0
332490105,Genicart 2,33249,Lormont,,,9680,15344,21918,0.80,5202,8290,10504,12882,18212,20618,23300,27690,5.3,6.8,0.33,59.0,52.0,4.8,2.2,39.5,1.5,0
332490106,Residences des Hauts de Lormont,33249,Lormont,64,16.2,15542,22424,29996,0.64,8854,14220,17188,20017,25038,28012,32425,38436,4.3,4.8,0.28,64.6,57.5,2.6,4.5,32.4,3.0,0
332490107,Genicart 1,33249,Lormont,19,67.5,4178,8708,14226,1.15,294,2736,5192,6944,10470,12934,15600,19396,66.0,29.0,0.42,79.3,67.7,9.5,2.1,20.2,0.5,0
332490108,Lissandre,33249,Lormont,53,23.6,12590,19325,25914,0.69,6818,11146,13984,16766,21664,24268,27802,32892,4.8,6.0,0.31,56.9,50.5,3.0,3.3,39.9,3.3,0
332490109,Zup,33249,Lormont,31,47.4,6966,12816,19048,0.94,2508,5530,8194,10036,14728,17730,20776,25458,10.2,11.8,0.37,60.1,51.4,6.5,2.2,39.7,0.2,0
332490110,Z.i. Quatre Pavillons-La Gardette,33249,Lormont,37,42.3,9078,14360,19868,0.75,3868,7752,10042,11872,16438,18658,21136,25012,6.5,7.4,0.32,85.2,76.5,6.6,2.1,13.7,1.1,1
332810101,Centre-Ville 1,33281,Mérignac,62,17.4,15034,21148,27946,0.61,8744,13378,16430,18864,23684,26450,29892,36516,4.2,4.9,0.28,59.1,53.9,3.6,1.6,38.7,2.2,0
332810102,Centre-Ville 2,33281,Mérignac,55,26.2,11804,19390,33183,1.10,4108,10040,13342,15956,23772,29608,38498,54390,13.2,14.1,0.45,57.1,49.4,2.8,4.9,35.4,7.5,0
332810103,Centre-Ville 3,33281,Mérignac,44,32.9,10747,16285,22986,0.75,4598,8830,11848,13680,18822,21460,25148,31498,6.9,8.2,0.36,64.1,57.3,4.0,2.9,33.7,2.1,0
332810104,Centre-Ville 4,33281,Mérignac,71,,19558,26468,36802,0.65,13426,18070,21242,23646,29508,34304,39672,52110,3.9,5.1,0.31,65.2,58.0,2.5,4.8,30.4,4.3,0
332810201,Capeyron 1,33281,Mérignac,58,18.4,14248,19852,27324,0.66,7794,12842,15642,17606,22288,25374,28862,34598,4.4,5.0,0.28,70.0,64.1,3.6,2.2,27.9,2.2,0
332810202,Capeyron 2,33281,Mérignac,61,16.3,14982,21198,28148,0.62,9466,13516,16380,19048,23924,26484,30160,38308,4.0,5.2,0.30,77.6,70.8,3.5,3.2,19.6,2.9,0
332810203,Capeyron 3,33281,Mérignac,71,11.0,18148,24928,34364,0.65,12042,16550,19618,22274,28239,31868,37436,45308,3.8,5.2,0.31,71.3,64.7,3.1,3.5,25.1,3.6,0
332810301,Arlac 1,33281,Mérignac,73,9.4,19430,25604,34736,0.60,12762,17654,20878,23230,28712,31862,36972,45018,3.5,4.7,0.29,71.1,64.3,2.5,4.3,25.1,3.8,0
332810302,Arlac 2,33281,Mérignac,62,15.3,15916,23480,32542,0.71,9538,14086,17656,20642,26598,30626,35296,43090,4.5,5.9,0.32,77.6,70.2,3.3,4.1,19.3,3.1,0
332810401,CHEMIN-LONG et GARIES,33281,Mérignac,70,12.4,18634,26452,35844,0.65,10454,16812,20636,23718,29918,33530,38662,48148,4.6,5.7,0.31,67.6,59.0,2.6,6.1,27.1,5.2,0
332810501,Le Jard,33281,Mérignac,59,22.4,13280,21716,31120,0.82,5996,11386,15216,18394,25404,29068,34473,42634,7.1,8.4,0.36,64.0,57.8,2.9,3.2,32.1,4.0,0
332810502,Bourran,33281,Mérignac,59,21.0,13828,20574,29310,0.75,7718,11912,15462,18390,23742,27475,31464,39180,5.1,6.8,0.34,72.7,63.7,3.4,5.6,24.3,3.0,0
332810601,Piquey,33281,Mérignac,64,15.4,15618,23236,31558,0.69,9376,13890,17208,20340,25934,29376,34188,42682,4.6,5.8,0.32,68.4,62.3,3.1,3.1,27.4,4.1,0
332810701,Eyquems,33281,Mérignac,63,17.4,15530,22816,32374,0.74,8762,13550,17208,20194,26218,29960,35190,42340,4.8,6.1,0.32,72.5,67.0,2.8,2.7,24.3,3.2,0
332810801,Les Pins,33281,Mérignac,50,28.1,11342,18152,25814,0.80,5882,9564,12938,15662,20706,23810,27740,35386,6.0,7.9,0.36,69.5,62.7,3.9,2.9,27.3,3.2,0
332810901,La Foret,33281,Mérignac,72,9.8,18768,26362,35824,0.65,12434,16958,20146,23138,29542,33692,38324,48710,3.9,5.5,0.33,70.2,62.5,3.0,4.7,24.1,5.7,0
332811002,Labatut 1,33281,Mérignac,64,15.7,16626,24260,33808,0.71,9630,14724,18214,20780,28122,32136,36672,46032,4.8,7.0,0.36,74.7,68.3,2.7,3.7,21.0,4.3,0
332811003,Labatut 2,33281,Mérignac,64,10.8,16936,22458,29400,0.55,11890,15712,18106,20614,24492,27628,31940,37270,3.1,3.9,0.26,70.1,64.1,2.6,3.4,27.8,2.1,0
332811101,La Glaciere,33281,Mérignac,66,11.1,17322,24442,33622,0.67,11482,15460,18890,21556,27592,31362,36338,45928,4.0,6.3,0.36,78.7,65.9,2.8,9.9,15.8,5.6,0
332811201,Bourdillot,33281,Mérignac,67,12.4,17738,25424,35754,0.71,10964,15950,19320,22148,28906,32960,38760,51316,4.7,6.3,0.34,77.5,66.1,2.7,8.8,18.7,3.7,0
332811301,Le Burck,33281,Mérignac,48,35.5,9052,16608,24102,0.91,2800,6726,10506,13678,19236,22164,25858,31858,11.4,12.9,0.39,78.7,69.8,4.7,4.2,18.3,3.0,0
332811401,Beutre,33281,Mérignac,62,14.8,16214,22388,30219,0.63,9418,14578,17660,20084,24840,28336,32134,39572,4.2,5.1,0.30,78.6,71.4,3.6,3.6,17.5,3.9,0
332811503,Beaudesert,33281,Mérignac,,,7980,14300,21080,0.92,3528,6576,9324,11830,16944,19808,22808,27606,7.8,9.8,0.37,80.3,72.0,5.6,2.7,15.7,4.0,0
333180102,3 m,33318,Pessac,54,23.5,12904,20548,27584,0.71,6704,10972,14436,17398,23166,25722,29878,36378,5.4,7.1,0.33,65.8,59.9,2.8,3.1,31.7,2.5,0
333180103,Madran,33318,Pessac,72,7.6,19648,25692,32676,0.51,13399,17922,20984,23382,28114,31074,34860,41746,3.1,3.8,0.25,67.8,61.6,2.0,4.1,29.7,2.6,0
333180104,Noes,33318,Pessac,71,9.5,18996,27014,36870,0.66,12620,17346,20976,23948,30580,34348,39922,47976,3.8,4.9,0.30,71.6,63.9,2.2,5.6,24.2,4.1,0
333180105,Bellegrave,33318,Pessac,63,13.4,16128,23112,31730,0.68,10512,14600,17272,20002,25792,29820,34450,43028,4.1,5.4,0.32,70.9,62.2,3.0,5.7,25.0,4.1,0
333180106,Le Bourg,33318,Pessac,64,14.3,17040,24986,35550,0.74,10424,15074,18734,21628,28322,32334,39600,52154,5.0,6.6,0.35,68.8,60.0,2.2,6.5,24.8,6.5,0
333180107,Les Echoppes,33318,Pessac,70,8.4,19194,26918,35838,0.62,12862,17794,20586,23988,30220,33980,39400,50098,3.9,4.7,0.29,71.6,62.4,1.8,7.4,23.6,4.8,0
333180108,Le Monteil,33318,Pessac,66,13.3,16503,23406,31560,0.64,10494,14652,18072,20720,25828,29278,34516,42412,4.0,5.2,0.30,70.3,63.9,2.9,3.6,26.3,3.3,0
333180109,l'Alouette,33318,Pessac,69,10.1,18400,24654,33754,0.62,11862,16948,19712,22482,27332,31276,36570,44332,3.7,4.8,0.30,71.3,65.0,2.2,4.1,24.2,4.5,0
333180110,France,33318,Pessac,66,10.8,17500,24406,32734,0.62,11788,15968,19224,21818,26780,30224,35434,42446,3.6,4.6,0.29,66.5,61.4,2.3,2.9,28.3,5.1,0
333180111,Cap de Bos,33318,Pessac,76,7.5,21714,29200,38588,0.58,14128,20188,23308,26636,32062,35922,40714,48160,3.4,4.0,0.26,58.0,52.3,2.0,3.7,39.0,3.0,0
333180112,Cazalet,33318,Pessac,56,20.4,14426,21450,30082,0.73,7084,12240,16026,18784,24724,28230,32300,38982,5.5,6.8,0.32,70.7,62.9,3.6,4.2,26.0,3.3,0
333180113,Camponac,33318,Pessac,,,,,,,,,,,,,,,,,,,,,,,,2
333180115,Sardine,33318,Pessac,68,10.3,18800,26682,37199,0.69,12142,16856,20576,23280,30460,34464,40272,51156,4.2,5.6,0.32,70.1,62.0,2.5,5.6,25.1,4.8,0
333180116,Candau,33318,Pessac,64,14.9,16622,23656,32864,0.69,9468,14746,18192,20666,27240,30432,35554,43156,4.6,5.5,0.30,73.3,66.1,2.4,4.8,23.6,3.1,0
333180117,Fac Sciences-Droit,33318,Pessac,51,27.5,11382,20134,28426,0.85,5258,9410,13218,16526,23000,26302,30364,38370,7.3,9.8,0.36,78.6,72.7,3.6,2.3,17.7,3.7,0
333180119,Chataigneraie,33318,Pessac,,,5866,11232,17444,1.03,1396,4694,7226,9512,13292,15952,19334,23176,16.6,16.1,0.39,77.2,68.4,7.2,1.5,22.3,0.6,1
333180121,Saige Sud,33318,Pessac,46,37.9,8844,15616,24026,0.97,3782,7264,10560,12878,18736,21656,25792,32094,8.5,9.7,0.37,71.9,65.7,4.6,1.5,26.4,1.8,0
333180122,Saige Nord,33318,Pessac,23,61.0,5614,10098,15752,1.00,1320,4386,6622,8340,12120,14606,17168,20644,15.6,13.7,0.39,75.4,64.5,9.5,1.4,23.9,0.7,0
333180123,Toctoucau,33318,Pessac,82,,22598,30818,41008,0.60,16314,21192,24590,27968,34524,38302,44792,55426,3.4,4.1,0.27,77.3,70.3,2.7,4.3,17.5,5.2,0
333180124,Magonty,33318,Pessac,77,7.3,20594,28280,37952,0.61,14230,19104,22316,25288,31056,35586,40436,48944,3.4,4.3,0.28,74.9,68.6,2.4,3.8,20.5,4.7,0
334490102,Caupian-Sans Souci,33449,Saint-Médard-en-Jalles,66,10.4,17464,23530,31478,0.60,12066,16052,18714,20868,26176,29346,34066,41050,3.4,4.1,0.27,70.6,65.7,2.9,2.0,27.3,2.1,0
334490103,Hastignan,33449,Saint-Médard-en-Jalles,68,9.6,17750,24104,30350,0.52,12538,16520,18994,21544,26064,28858,32460,38826,3.1,3.6,0.24,71.8,66.3,3.0,2.5,25.8,2.4,0
334490104,Hastignan-Picot,33449,Saint-Médard-en-Jalles,72,9.2,19944,26793,36054,0.60,12794,18016,21122,23634,29336,33682,38456,46952,3.7,4.5,0.28,66.3,60.0,2.6,3.6,30.0,3.8,0
334490105,Centre Ville 1,33449,Saint-Médard-en-Jalles,71,,20270,27814,37292,0.61,14596,18538,21842,24384,30632,34602,40554,49046,3.4,4.1,0.27,60.9,54.1,2.7,4.0,35.0,4.2,0
334490106,Centre Ville 2,33449,Saint-Médard-en-Jalles,53,20.8,13556,19766,27902,0.73,7412,11976,14910,17460,22426,26154,30124,37420,5.0,6.2,0.32,71.9,65.4,4.3,2.2,24.5,3.6,0
334490107,Gajac,33449,Saint-Médard-en-Jalles,60,18.9,14950,23410,32530,0.75,8640,12626,17038,20260,26388,30226,34884,43508,5.0,6.4,0.33,67.4,61.0,2.9,3.5,28.7,3.9,0
334490108,Corbiac 1,33449,Saint-Médard-en-Jalles,74,8.0,19690,26064,34576,0.57,13694,17746,20938,23182,28708,32372,36392,43026,3.1,3.9,0.25,63.3,58.0,2.8,2.5,33.6,3.1,0
334490109,Corbiac 2,33449,Saint-Médard-en-Jalles,76,7.9,20642,26910,35954,0.57,13728,18654,21794,24354,29906,33570,37968,46630,3.4,4.1,0.27,71.0,65.3,2.5,3.2,26.5,2.5,1
334490112,Issac-Cerillan,33449,Saint-Médard-en-Jalles,64,10.8,17438,23478,31244,0.59,12098,16154,18658,21098,26394,29350,33258,39192,3.2,4.0,0.26,81.9,76.2,3.1,2.6,16.0,2.1,0
334490113,Magudas,33449,Saint-Médard-en-Jalles,71,9.0,19098,25860,34146,0.58,12900,17188,20396,23386,29028,32328,37155,44782,3.5,4.7,0.29,83.4,77.3,2.8,3.3,14.0,2.6,0
335220101,Poste-Mairie,33522,Talence,56,23.5,12876,21474,32094,0.89,5976,11230,15104,18476,24792,29580,36042,46110,7.7,9.5,0.38,68.8,60.4,3.0,5.4,25.7,5.5,0
335220102,La Fauvette,33522,Talence,58,18.4,15268,22248,31078,0.71,7886,13486,16562,19516,25354,29228,33850,42074,5.3,6.8,0.33,69.4,62.2,3.0,4.1,26.4,4.3,0
335220103,Combattants-Bijou,33522,Talence,51,29.1,10332,20506,27505,0.84,3274,8676,12614,17178,22934,25680,30606,36248,11.1,12.1,0.37,71.6,65.4,3.8,2.4,26.2,2.2,0
335220104,Medoquine-Haut-Brion,33522,Talence,62,17.4,15958,23376,32232,0.70,8000,13895,17615,20532,26478,30550,34988,44397,5.5,6.8,0.33,77.4,68.7,2.7,5.9,19.1,3.6,0
335220105,Cauderes,33522,Talence,67,11.6,18404,26340,35346,0.64,11560,16476,19934,22674,29556,33482,38596,49754,4.3,5.8,0.33,69.1,58.8,2.7,7.6,24.1,6.8,0
335220106,E. Zola,33522,Talence,65,14.1,17146,25490,36574,0.76,9190,15224,18812,22398,29012,33640,39988,49938,5.4,6.8,0.34,74.5,63.2,2.5,8.8,20.9,4.6,0
335220107,Saint-Genes,33522,Talence,58,17.0,15490,24308,34430,0.78,9124,13590,17494,20690,28174,32078,37540,48776,5.3,7.1,0.35,71.1,59.9,3.0,8.2,23.0,5.9,0
335220108,Peylanne-Leysotte,33522,Talence,60,15.8,15808,23720,32292,0.69,9592,13758,17216,20396,26898,30354,34652,42648,4.4,5.8,0.31,66.2,58.5,2.6,5.0,29.9,4.0,0
335220109,Plume-La-Poule,33522,Talence,58,18.4,15072,22958,32802,0.77,7252,12858,16610,19444,26394,30188,35486,44156,6.1,7.3,0.34,68.3,60.7,2.8,4.8,27.8,3.9,0
